drugid	smiles
DB00337	CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
DB00338	COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
DB00339	NC(=O)c1cnccn1
DB00340	CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
DB00341	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
DB00342	CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
DB00343	COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
DB00344	CNCCCC1c2ccccc2C=Cc2ccccc21
DB00345	Nc1ccc(C(=O)NCC(=O)O)cc1
DB00346	COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
DB00347	CN1C(=O)OC(C)(C)C1=O
DB00348	O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
DB00349	CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
DB00350	Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
DB00351	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DB00352	Nc1nc(=S)c2[nH]cnc2[nH]1
DB00353	CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
DB00354	CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
DB00355	C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-]
DB00356	O=c1[nH]c2cc(Cl)ccc2o1
DB00357	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
DB00358	OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
DB00359	Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
DB00360	C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
DB00361	CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
DB00362	CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1
DB00363	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
DB00365	Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
DB00366	CN(C)CCOC(C)(c1ccccc1)c1ccccn1
DB00367	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
DB00368	NC[C@H](O)c1ccc(O)c(O)c1
DB00369	Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1
DB00370	CN1CCN2c3ncccc3Cc3ccccc3C2C1
DB00371	CCCC(C)(COC(N)=O)COC(N)=O
DB00372	CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
DB00373	CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
DB00374	CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O
DB00376	OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
DB00377	O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
DB00378	CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
DB00379	Cc1cccc(C)c1OCC(C)N
DB00380	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
DB00381	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
DB00382	Nc1c2c(nc3ccccc13)CCCC2
DB00383	CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
DB00384	Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
DB00385	CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
DB00387	OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
DB00388	CNC[C@H](O)c1cccc(O)c1
DB00389	CCOC(=O)n1ccn(C)c1=S
DB00390	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
DB00391	CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
DB00392	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
DB00393	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
DB00394	CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
DB00395	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DB00396	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DB00397	C[C@H](N)[C@H](O)c1ccccc1
DB00398	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
DB00399	O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
DB00400	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
DB00401	COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
DB00402	CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
DB00403	CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
DB00404	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
DB00405	CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
DB00406	CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1
DB00407	CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O
DB00408	CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
DB00409	CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
DB00410	C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
DB00411	C[N+](C)(C)CCOC(N)=O
DB00412	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
DB00413	CCCN[C@H]1CCc2nc(N)sc2C1
DB00414	CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
DB00415	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00417	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00418	C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
DB00419	CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00420	CN(C)CCCN1c2ccccc2Sc2ccccc21
DB00421	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
DB00422	COC(=O)C(c1ccccc1)C1CCCCN1
DB00423	COc1ccccc1OCC(O)COC(N)=O
DB00424	CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2
DB00425	Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
DB00426	CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
DB00427	Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
DB00428	CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O
DB00430	Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
DB00431	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
DB00432	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
DB00433	CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
DB00434	CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
DB00436	NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
DB00437	Oc1ncnc2[nH]ncc12
DB00438	CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB00439	COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
DB00440	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
DB00441	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
DB00442	C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21
DB00443	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
DB00444	COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
DB00445	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
DB00446	O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
DB00447	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
DB00448	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
DB00449	CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
DB00450	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
DB00451	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB00452	NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
DB00453	CN(C)[C@@H]1C(O)=C(C(=O)NCO)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
DB00454	CCOC(=O)C1(c2ccccc2)CCN(C)CC1
DB00455	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
DB00456	CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
DB00457	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
DB00458	CN(C)CCCN1c2ccccc2CCc2ccccc21
DB00459	COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
DB00460	C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC
DB00461	COc1ccc2cc(CCC(C)=O)ccc2c1
DB00463	CCC1(CC)C(=O)NC(=O)N(C)C1=O
DB00465	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
DB00467	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
DB00468	C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
DB00469	CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
DB00470	CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
DB00471	CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
DB00472	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
DB00473	CC(CNC1CCCCC1)OC(=O)c1ccccc1
DB00474	C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
DB00475	CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00476	CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
DB00477	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00478	CC(N)C12CC3CC(CC(C3)C1)C2
DB00479	NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
DB00480	Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
DB00481	O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DB00482	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00484	Brc1c(NC2=NCCN2)ccc2nccnc12
DB00485	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
DB00486	CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
DB00487	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
DB00488	CN(C)c1nc(N(C)C)nc(N(C)C)n1
DB00489	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
DB00490	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00491	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00492	CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
DB00493	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00494	CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
DB00495	Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
DB00496	NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
DB00497	COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
DB00498	O=C1c2ccccc2C(=O)C1c1ccccc1
DB00499	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
DB00500	Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
DB00501	CN/C(=N/C#N)NCCSCc1nc[nH]c1C
DB00502	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00503	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
DB00504	C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
DB00505	CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
DB00507	CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
DB00508	CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
DB00509	N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB00511	CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O
DB00512	CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
DB00513	NCCCCCC(=O)O
DB00514	COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
DB00518	CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
DB00519	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
DB00520	CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O
DB00521	CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
DB00522	O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
DB00523	CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
DB00524	Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
DB00525	Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
DB00527	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
DB00528	COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1
DB00529	O=C(O)P(=O)(O)O
DB00530	C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
DB00531	O=P1(N(CCCl)CCCl)NCCCO1
DB00532	CCC1(c2ccccc2)NC(=O)N(C)C1=O
DB00533	CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
DB00534	COC(CNC(N)=O)C[Hg]Cl
DB00535	C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
DB00536	N=C(N)N
DB00537	O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
DB00539	CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
DB00540	CNCCC=C1c2ccccc2CCc2ccccc21
DB00541	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
DB00542	CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O
DB00543	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
DB00544	O=c1[nH]cc(F)c(=O)[nH]1
DB00545	CN(C)C(=O)Oc1ccc[n+](C)c1
DB00546	CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
DB00547	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
DB00548	O=C(O)CCCCCCCC(=O)O
DB00549	COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
DB00550	CCCc1cc(=O)[nH]c(=S)[nH]1
DB00551	CC(=O)NO
DB00552	OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
DB00553	COc1c2occc2cc2ccc(=O)oc12
DB00554	CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
DB00555	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
DB00556	FC(F)(F)C(F)(F)C(F)(F)F
DB00557	OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
DB00558	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N
DB00559	COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
DB00560	CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
DB00561	CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
DB00562	NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
DB00563	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
DB00564	NC(=O)N1c2ccccc2C=Cc2ccccc21
DB00565	COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC
DB00566	O=C(O)[C@@H](S)[C@@H](S)C(=O)O
DB00567	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
DB00568	C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
DB00569	CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O
DB00570	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
DB00571	CC(C)NCC(O)COc1cccc2ccccc12
DB00572	CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
DB00573	CC(C(=O)O)c1cccc(Oc2ccccc2)c1
DB00574	CCNC(C)Cc1cccc(C(F)(F)F)c1
DB00575	Clc1cccc(Cl)c1NC1=NCCN1
DB00576	Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
DB00577	CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
DB00578	CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00579	OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
DB00580	Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
DB00581	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
DB00582	C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
DB00583	C[N+](C)(C)C[C@H](O)CC(=O)[O-]
DB00584	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
DB00585	CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
DB00586	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
DB00587	CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O
DB00588	CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB00589	CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
DB00590	COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
DB00591	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
DB00592	C1CNCCN1
DB00593	CCC1(C)CC(=O)NC1=O
DB00594	N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
